1778882234.6712,1058,0987,0.0078,31.83,4055.13
1778882234.6792,1028,0960,0.0080,40.36,5032.43
1778882234.6872,0987,0926,0.0080,53.26,6648.71
1778882234.6952,0935,0883,0.0080,67.48,8439.13
1778882234.7032,0878,0843,0.0080,69.63,8686.34
1778882234.7112,0826,0800,0.0080,67.48,8454.76
1778882234.7192,0774,0756,0.0079,68.12,8570.74
1778882234.7272,0721,0713,0.0080,68.25,8478.24
1778882234.7352,0676,0672,0.0080,60.88,7603.60
1778882234.7432,0624,0629,0.0079,67.48,8509.16
1778882234.7512,0587,0595,0.0080,50.25,6249.03
1778882234.7592,0551,0562,0.0080,48.84,6085.77
1778882234.7672,0524,0532,0.0080,40.36,5070.11
1778882234.7752,0497,0506,0.0080,37.48,4694.43
1778882234.7832,0478,0483,0.0080,29.83,3712.23
1778882234.7912,0466,0465,0.0080,21.63,2705.65
1778882234.7992,0455,0451,0.0080,17.80,2224.86
1778882234.8072,0450,0441,0.0080,11.18,1394.78
1778882234.8152,0447,0434,0.0080,7.62,949.80
1778882234.8232,0447,0428,0.0079,6.00,756.21
1778882234.8312,0447,0424,0.0080,4.00,498.00
1778882234.8392,0447,0420,0.0080,4.00,500.54
1778882234.8553,0447,0418,0.0161,2.00,124.52
1778882234.8713,0448,0413,0.0078,4.12,528.14
1778882234.8793,0450,0409,0.0080,4.47,559.12
1778882234.8872,0452,0407,0.0080,2.83,354.01
1778882234.8952,0456,0403,0.0079,5.66,712.51
1778882234.9032,0463,0399,0.0080,8.06,1007.22
1778882234.9112,0469,0394,0.0081,7.81,969.82
1778882234.9193,0476,0390,0.0080,8.06,1004.26
1778882234.9272,0483,0385,0.0080,8.60,1081.17
1778882234.9353,0487,0379,0.0080,7.21,895.79
1778882234.9432,0494,0374,0.0079,8.60,1089.26
1778882234.9512,0501,0370,0.0081,8.06,998.75
1778882234.9593,0505,0365,0.0080,6.40,799.73
1778882234.9673,0509,0361,0.0080,5.66,704.12
1778882234.9752,0514,0357,0.0080,6.40,804.77
1778882234.9833,0515,0355,0.0080,2.24,278.55
1778882234.9912,0517,0353,0.0079,2.83,357.40
1778882234.9992,0519,0352,0.0080,2.24,279.80
1778882235.0072,0521,0348,0.0081,4.47,555.07
1778882235.0152,0521,0342,0.0080,6.00,754.39
1778882235.0232,0521,0335,0.0081,7.00,869.18
1778882235.0312,0521,0329,0.0080,6.00,749.50
1778882235.0392,0521,0320,0.0079,9.00,1133.87
1778882235.0472,0521,0313,0.0080,7.00,874.15
1778882235.0552,0517,0304,0.0080,9.85,1230.35
1778882235.0634,0512,0294,0.0082,11.18,1370.48
1778882235.0712,0507,0284,0.0078,11.18,1425.60
1778882235.0792,0502,0274,0.0080,11.18,1391.42
1778882235.0872,0494,0260,0.0080,16.12,2017.51
1778882235.0952,0486,0250,0.0079,12.81,1611.85
1778882235.1032,0478,0239,0.0080,13.60,1700.86
1778882235.1112,0470,0229,0.0081,12.81,1585.16
1778882235.1192,0462,0218,0.0079,13.60,1716.99
1778882235.1272,0454,0208,0.0081,12.81,1587.98
1778882235.1352,0448,0201,0.0080,9.22,1152.87
1778882235.1432,0437,0190,0.0080,15.56,1945.73
1778882235.1512,0426,0179,0.0080,15.56,1945.32
1778882235.1592,0419,0172,0.0080,9.90,1237.12
1778882235.1672,0408,0165,0.0080,13.04,1636.50
1778882235.1752,0401,0154,0.0080,13.04,1629.00
1778882235.1832,0394,0147,0.0080,9.90,1237.71
